,orig_index,tweet,tweet_text,clean_tweet
129,21,RT @CBCNews: BREAKING: The World Health Organization has declared coronavirus a public health emergency of international concern. https://t…,BREAKING: The World Health Organization has declared coronavirus a public health emergency of international concern. ,BREAKING The World Health Organization have declare coronavirus public health emergency of international concern
130,120,RT @WIRED: BREAKING: The World Health Organization has declared the coronavirus outbreak a global emergency after the number of cases spike…,BREAKING: The World Health Organization has declared the coronavirus outbreak a global emergency after the number of cases spike,BREAKING The World Health Organization have declare the coronavirus outbreak global emergency after the number of case spike
131,112,RT @ChristieCooper7: BREAKING: The first case of the deadly coronavirus in Australia has been confirmed - a man in Melbourne who had travel…,BREAKING: The first case of the deadly coronavirus in Australia has been confirmed - a man in Melbourne who had travel,BREAKING The first case of the deadly coronavirus in Australia have be confirm man in Melbourne who have travel
133,997,RT @nationalpost: #BREAKING  Trudeau government to allocate $1 billion to coronavirus containment as national infections pass 90 https://t.…,#BREAKING  Trudeau government to allocate $1 billion to coronavirus containment as national infections pass 90 ,BREAKING Trudeau government to allocate billion to coronavirus containment a national infection pas 90
135,1108,"RT @PeterSweden7: BREAKING: Update on #CoronaVirus

- 7811 infected.
- 12 167 suspected cases.
- 170 dead.
- 1370 in serious condition.

12…","BREAKING: Update on #CoronaVirus

- 7811 infected.
- 12 167 suspected cases.
- 170 dead.
- 1370 in serious condition.

12",BREAKING Update on CoronaVirus 7811 infect 12 167 suspect case 170 dead 1370 in serious condition 12
136,1199,RT @Breaking911: BREAKING: Virginia Dept. Of Health Investigating 3 Potential Cases Of Coronavirus - https://t.co/3D99NqH8y9 https://t.co/X…,BREAKING: Virginia Dept. Of Health Investigating 3 Potential Cases Of Coronavirus -  ,BREAKING Virginia Dept Of Health Investigating Potential Cases Of Coronavirus
137,58,"RT @GlobalBC: #BREAKING WATCH LIVE: B.C. identifies two new presumptive cases of novel #coronavirus
https://t.co/SoqJg2kf8R","#BREAKING WATCH LIVE: B.C. identifies two new presumptive cases of novel #coronavirus
",BREAKING WATCH LIVE identifies two new presumptive case of novel coronavirus
138,882,"RT @business: BREAKING: U.S. coronavirus cases climbed past 1,000, according to a Johns Hopkins tally. The director of the Centers for Dise…","BREAKING: U.S. coronavirus cases climbed past 1,000, according to a Johns Hopkins tally. The director of the Centers for Dise",BREAKING coronavirus case climbed past accord to Johns Hopkins tally The director of the Centers for Dise
140,82,RT @680NEWS: #BREAKING: 5 more Canadians test positive for the new coronavirus aboard cruise ship https://t.co/kSPkg7cmTd,#BREAKING: 5 more Canadians test positive for the new coronavirus aboard cruise ship ,BREAKING more Canadians test positive for the new coronavirus aboard cruise ship
141,52,RT @CityNews: #BREAKING: 5 more Canadians test positive for the new coronavirus aboard cruise ship https://t.co/bLHxcm0UM3,#BREAKING: 5 more Canadians test positive for the new coronavirus aboard cruise ship ,BREAKING more Canadians test positive for the new coronavirus aboard cruise ship
142,1212,"RT @CTVToronto: #BREAKING: A third case of coronavirus has been confirmed in Ontario, a source has told CP24. https://t.co/BwMIon8Z9x","#BREAKING: A third case of coronavirus has been confirmed in Ontario, a source has told CP24. ",BREAKING third case of coronavirus have be confirm in Ontario source have told CP24
144,966,RT @Reuters: Banknotes carry no particular coronavirus risk: German disease expert https://t.co/wxP6L0Nuva https://t.co/HnCMj9z4LV,Banknotes carry no particular coronavirus risk: German disease expert  ,Banknotes carry no particular coronavirus risk German disease expert
152,664,"Bill Bramhall's editorial cartoon for March 9, 2020, as coronavirus cases continue to rise around the world.  https://t.co/MWJeEQoHHb","Bill Bramhall's editorial cartoon for March 9, 2020, as coronavirus cases continue to rise around the world.  ",Bill Bramhall is editorial cartoon for March 2020 a coronavirus case continue to rise around the world
154,1308,RT @Forbes: Billionaire philanthropist Bill Gates announced $100 million commitment to fight coronavirus global health crisis https://t.co/…,Billionaire philanthropist Bill Gates announced $100 million commitment to fight coronavirus global health crisis ,Billionaire philanthropist Bill Gates announce 100 million commitment to fight coronavirus global health crisis
158,144,RT @CBCNews: Both are connected to the second presumptive case of coronavirus found in the Vancouver Coastal Health region. https://t.co/BS…,Both are connected to the second presumptive case of coronavirus found in the Vancouver Coastal Health region. ,Both be connect to the second presumptive case of coronavirus found in the Vancouver Coastal Health region
159,956,RT @paulvieira: Breakdown of Canada's initial C$1B fiscal package aimed at curbing coronavirus fallout. https://t.co/EY92LKDoam,Breakdown of Canada's initial C$1B fiscal package aimed at curbing coronavirus fallout. ,Breakdown of Canada is initial 1B fiscal package aim at curb coronavirus fallout
162,101,RT @CBCLorenda: Breaking: Dr David Williams announces Canada’s first presumptive positive case or #coronavirus https://t.co/Jkh6iECiwE,Breaking: Dr David Williams announces Canada’s first presumptive positive case or #coronavirus ,Breaking Dr David Williams announces Canada first presumptive positive case or coronavirus
164,254,"RT @washingtonpost: Breaking: First U.S coronavirus case of unknown origin confirmed in Northern California, a sign the virus may be spread…","Breaking: First U.S coronavirus case of unknown origin confirmed in Northern California, a sign the virus may be spread",Breaking First coronavirus case of unknown origin confirm in Northern California sign the virus may be spread
166,961,RT @ESPNFC: Breaking: Juventus have confirmed that Italian international defender Daniele Rugani has tested positive for coronavirus. https…,Breaking: Juventus have confirmed that Italian international defender Daniele Rugani has tested positive for coronavirus. https,Breaking Juventus have confirm that Italian international defender Daniele Rugani have test positive for coronavirus http
167,609,"RT @SportsCenter: Breaking: NBA, MLB, NHL and MLS are closing locker room access to the media due to the coronavirus outbreak. 

It will go…","Breaking: NBA, MLB, NHL and MLS are closing locker room access to the media due to the coronavirus outbreak. 

It will go",Breaking NBA MLB NHL and MLS be closing locker room access to the medium due to the coronavirus outbreak It will go
168,311,RT @nytimes: Breaking News: The CDC confirmed an infection of coronavirus in California that may be the first U.S. case without a known lin…,Breaking News: The CDC confirmed an infection of coronavirus in California that may be the first U.S. case without a known lin,Breaking News The CDC confirm an infection of coronavirus in California that may be the first case without know lin
169,216,RT @CBCNews: Breaking: Ontario health officials say there's a new presumptive case of the novel coronavirus in Toronto. https://t.co/ADswRA…,Breaking: Ontario health officials say there's a new presumptive case of the novel coronavirus in Toronto. ,Breaking Ontario health official say there is new presumptive case of the novel coronavirus in Toronto
170,995,"RT @TorontoStar: #Breaking: Raptors players, staff tested for the novel coronavirus and have been advised to go into self-isolation for two…","#Breaking: Raptors players, staff tested for the novel coronavirus and have been advised to go into self-isolation for two",Breaking Raptors player staff test for the novel coronavirus and have be advise to go into selfisolation for two
172,39,RT @TorontoStar: #Breaking: A second presumptive case of the coronavirus has been confirmed in Toronto after the wife of Ontario's first ca…,#Breaking: A second presumptive case of the coronavirus has been confirmed in Toronto after the wife of Ontario's first ca,Breaking second presumptive case of the coronavirus have be confirm in Toronto after the wife of Ontario is first ca
174,963,RT @CBCOttawa: Brewer arena will be site of coronavirus screening centre https://t.co/zCVno13x3E #ottnews #ottawa https://t.co/MfZydVqpac,Brewer arena will be site of coronavirus screening centre  #ottnews #ottawa ,Brewer arena will be site of coronavirus screen centre ottnews ottawa
180,114,RT @CBCAlerts: @CBCNews Ontario health authorities say latest patient with coronavirus has recovered but remains home in isolation pending…,#NAME?,CBCNews Ontario health authority say late patient with coronavirus have recover but remains home in isolation pending
181,113,"RT @CBCAlerts: @CBCNews United States upgrades travel advisory, warns Americans to 'reconsider' going to China due to coronavirus outbreak.…","@CBCNews United States upgrades travel advisory, warns Americans to 'reconsider' going to China due to coronavirus outbreak",CBCNews United States upgrade travel advisory warns Americans to go to China due to coronavirus outbreak
